batterId,playerId,name
444432,444432,"Trumbo, Mark (444432)"
444448,444448,"Bixler, Brian (444448)"
444482,444482,"Peralta, Senger (444482)"
444487,444487,"Flores, Angel (444487)"
444489,444489,"Pina, Manuel (444489)"
444549,444549,"Polanco, Elvin (444549)"
444555,444555,"Reyes, Raul (444555)"
444557,444557,"De Los Santos, Estarlin (444557)"
444560,444560,"Acosta, Leonardo (444560)"
444571,444571,"Zambrano, Eliezer (444571)"
444835,444835,"Baez, Edgardo (444835)"
444844,444844,"Fox, Jacob (444844)"
444859,444859,"Mesa, Melquisedec (444859)"
444863,444863,"Cruz, Jose (444863)"
444875,444875,"Murton, Matthew (444875)"
444876,444876,"Escobar, Alcides (444876)"
444882,444882,"Whitesell, Joshua (444882)"
444952,444952,"Lennerton, Jordan (444952)"
444969,444969,"Opitz, Jacob (444969)"
445010,445010,"Perez, Fernando (445010)"
445055,445055,"Jay, Jonathan (445055)"
445066,445066,"Alcantara, Ervin (445066)"
445080,445080,"Falu, Melvin (445080)"
445093,445093,"Gold, Nathan (445093)"
445095,445095,"Pridie, Jason (445095)"
445139,445139,"Cosby, Robert (445139)"
445143,445143,"Valenzuela, Fernando (445143)"
445152,445152,"Pavkovich, Adam (445152)"
445195,445195,"Metcalf, Travis (445195)"
445196,445196,"Tolbert, Christopher (445196)"
445199,445199,"Parraz, Jordan (445199)"
445255,445255,"Salazar, Richard (445255)"
445270,445270,"Paisano, David (445270)"
445271,445271,"Austin, Richard (445271)"
445274,445274,"Santana, Ramoncito (445274)"
445584,445584,"Tupman, Mathew (445584)"
445615,445615,"Ramirez, Maximiliano (445615)"
445766,445766,"Espinosa, Ramon (445766)"
445922,445922,"Cabral, Marcos (445922)"
445928,445928,"Macias, Andres (445928)"
445933,445933,"LaHair, Bryan (445933)"
445981,445981,"De La Cruz, Carlos (445981)"
445988,445988,"Prado, Martin (445988)"
445989,445989,"Caraballo, Francisco (445989)"
446001,446001,"Pacheco, Jonel (446001)"
446018,446018,"Gamero, Jesus (446018)"
446021,446021,"Ramos, Peeter (446021)"
